"Plot Title:  16_12_2020"
"#","Date Time, GMT+00:00","Temp, °F (LGR S/N: 10570397, SEN S/N: 10570397)","RH, % (LGR S/N: 10570397, SEN S/N: 10570397)","Coupler Detached (LGR S/N: 10570397)","Coupler Attached (LGR S/N: 10570397)","Host Connected (LGR S/N: 10570397)","Stopped (LGR S/N: 10570397)","End Of File (LGR S/N: 10570397)"
441,12/16/20 07:06:16 pm,70.329,57.229,,,,,
442,12/16/20 07:06:17 pm,70.329,57.229,,,,,
443,12/16/20 07:06:18 pm,70.329,57.229,,,,,
444,12/16/20 07:06:19 pm,70.329,57.229,,,,,
445,12/16/20 07:06:20 pm,70.329,57.229,,,,,
446,12/16/20 07:06:21 pm,70.329,57.229,,,,,
447,12/16/20 07:06:22 pm,70.329,57.260,,,,,
448,12/16/20 07:06:23 pm,70.329,57.229,,,,,
449,12/16/20 07:06:24 pm,70.329,57.260,,,,,
450,12/16/20 07:06:25 pm,70.329,57.260,,,,,
451,12/16/20 07:06:26 pm,70.329,57.260,,,,,
452,12/16/20 07:06:27 pm,70.329,57.260,,,,,
453,12/16/20 07:06:28 pm,70.329,57.290,,,,,
454,12/16/20 07:06:29 pm,70.329,57.290,,,,,
455,12/16/20 07:06:30 pm,70.329,57.321,,,,,
456,12/16/20 07:06:31 pm,70.329,57.321,,,,,
457,12/16/20 07:06:32 pm,70.329,57.352,,,,,
458,12/16/20 07:06:33 pm,70.329,57.352,,,,,
459,12/16/20 07:06:34 pm,70.329,57.383,,,,,
460,12/16/20 07:06:35 pm,70.329,57.383,,,,,
461,12/16/20 07:06:36 pm,70.329,57.413,,,,,
462,12/16/20 07:06:37 pm,70.329,57.413,,,,,
463,12/16/20 07:06:38 pm,70.329,57.413,,,,,
464,12/16/20 07:06:39 pm,70.329,57.444,,,,,
465,12/16/20 07:06:40 pm,70.329,57.475,,,,,
466,12/16/20 07:06:41 pm,70.329,57.506,,,,,
467,12/16/20 07:06:42 pm,70.329,57.536,,,,,
468,12/16/20 07:06:43 pm,70.329,57.536,,,,,
469,12/16/20 07:06:44 pm,70.329,57.536,,,,,
470,12/16/20 07:06:45 pm,70.329,57.536,,,,,
471,12/16/20 07:06:46 pm,70.329,57.536,,,,,
472,12/16/20 07:06:47 pm,70.329,57.536,,,,,
473,12/16/20 07:06:48 pm,70.329,57.536,,,,,
474,12/16/20 07:06:49 pm,70.329,57.536,,,,,
475,12/16/20 07:06:50 pm,70.329,57.536,,,,,
476,12/16/20 07:06:51 pm,70.329,57.536,,,,,
477,12/16/20 07:06:52 pm,70.329,57.567,,,,,
478,12/16/20 07:06:53 pm,70.329,57.567,,,,,
479,12/16/20 07:06:54 pm,70.329,57.598,,,,,
480,12/16/20 07:06:55 pm,70.329,57.567,,,,,
481,12/16/20 07:06:56 pm,70.329,57.567,,,,,
482,12/16/20 07:06:57 pm,70.329,57.567,,,,,
483,12/16/20 07:06:58 pm,70.329,57.567,,,,,
484,12/16/20 07:06:59 pm,70.329,57.536,,,,,
485,12/16/20 07:07:00 pm,70.329,57.536,,,,,
486,12/16/20 07:07:01 pm,70.286,57.533,,,,,
487,12/16/20 07:07:02 pm,70.286,57.471,,,,,
488,12/16/20 07:07:03 pm,70.286,57.471,,,,,
489,12/16/20 07:07:04 pm,70.286,57.471,,,,,
490,12/16/20 07:07:05 pm,70.286,57.471,,,,,
491,12/16/20 07:07:06 pm,70.286,57.471,,,,,
492,12/16/20 07:07:07 pm,70.286,57.410,,,,,
493,12/16/20 07:07:08 pm,70.286,57.410,,,,,
494,12/16/20 07:07:09 pm,70.286,57.379,,,,,
495,12/16/20 07:07:10 pm,70.286,57.379,,,,,
496,12/16/20 07:07:11 pm,70.286,57.379,,,,,
497,12/16/20 07:07:12 pm,70.286,57.410,,,,,
498,12/16/20 07:07:13 pm,70.286,57.410,,,,,
499,12/16/20 07:07:14 pm,70.286,57.410,,,,,
500,12/16/20 07:07:15 pm,70.286,57.410,,,,,
501,12/16/20 07:07:16 pm,70.286,57.379,,,,,
502,12/16/20 07:07:17 pm,70.286,57.379,,,,,
503,12/16/20 07:07:18 pm,70.286,57.379,,,,,
504,12/16/20 07:07:19 pm,70.286,57.379,,,,,
505,12/16/20 07:07:20 pm,70.286,57.317,,,,,
506,12/16/20 07:07:21 pm,70.286,57.317,,,,,
507,12/16/20 07:07:22 pm,70.243,57.314,,,,,
508,12/16/20 07:07:23 pm,70.243,57.283,,,,,
509,12/16/20 07:07:24 pm,70.243,57.283,,,,,
510,12/16/20 07:07:25 pm,70.243,57.252,,,,,
511,12/16/20 07:07:26 pm,70.201,57.218,,,,,
512,12/16/20 07:07:27 pm,70.201,57.187,,,,,
513,12/16/20 07:07:28 pm,70.201,57.126,,,,,
514,12/16/20 07:07:29 pm,70.201,57.095,,,,,
515,12/16/20 07:07:30 pm,70.158,57.061,,,,,
516,12/16/20 07:07:31 pm,70.158,56.968,,,,,
517,12/16/20 07:07:32 pm,70.115,56.872,,,,,
518,12/16/20 07:07:33 pm,70.115,56.780,,,,,
519,12/16/20 07:07:34 pm,70.072,56.684,,,,,
520,12/16/20 07:07:35 pm,70.072,56.591,,,,,
521,12/16/20 07:07:36 pm,70.029,56.526,,,,,
522,12/16/20 07:07:37 pm,70.029,56.465,,,,,
523,12/16/20 07:07:38 pm,70.029,56.403,,,,,
524,12/16/20 07:07:39 pm,69.985,56.338,,,,,
525,12/16/20 07:07:40 pm,69.985,56.307,,,,,
526,12/16/20 07:07:41 pm,69.985,56.276,,,,,
527,12/16/20 07:07:42 pm,69.942,56.242,,,,,
528,12/16/20 07:07:43 pm,69.942,56.242,,,,,
529,12/16/20 07:07:44 pm,69.942,56.211,,,,,
530,12/16/20 07:07:45 pm,69.901,56.207,,,,,
531,12/16/20 07:07:46 pm,69.901,56.176,,,,,
532,12/16/20 07:07:47 pm,69.858,56.173,,,,,
533,12/16/20 07:07:48 pm,69.858,56.111,,,,,
534,12/16/20 07:07:49 pm,69.814,56.077,,,,,
535,12/16/20 07:07:50 pm,69.771,56.011,,,,,
536,12/16/20 07:07:51 pm,69.771,55.919,,,,,
537,12/16/20 07:07:52 pm,69.728,55.884,,,,,
538,12/16/20 07:07:53 pm,69.728,55.823,,,,,
539,12/16/20 07:07:54 pm,69.728,55.823,,,,,
540,12/16/20 07:07:55 pm,69.685,55.819,,,,,
541,12/16/20 07:07:56 pm,69.685,55.757,,,,,
542,12/16/20 07:07:57 pm,69.643,55.723,,,,,
543,12/16/20 07:07:58 pm,69.600,55.688,,,,,
544,12/16/20 07:07:59 pm,69.557,55.623,,,,,
545,12/16/20 07:08:00 pm,69.557,55.592,,,,,
546,12/16/20 07:08:01 pm,69.514,55.558,,,,,
547,12/16/20 07:08:02 pm,69.514,55.527,,,,,
548,12/16/20 07:08:03 pm,69.514,55.496,,,,,
549,12/16/20 07:08:04 pm,69.471,55.493,,,,,
550,12/16/20 07:08:05 pm,69.471,55.493,,,,,
551,12/16/20 07:08:06 pm,69.471,55.493,,,,,
552,12/16/20 07:08:07 pm,69.427,55.520,,,,,
553,12/16/20 07:08:08 pm,69.427,55.551,,,,,
554,12/16/20 07:08:09 pm,69.427,55.582,,,,,
555,12/16/20 07:08:10 pm,69.427,55.613,,,,,
556,12/16/20 07:08:11 pm,69.427,55.613,,,,,
557,12/16/20 07:08:12 pm,69.386,55.609,,,,,
558,12/16/20 07:08:13 pm,69.343,55.606,,,,,
559,12/16/20 07:08:14 pm,69.343,55.575,,,,,
560,12/16/20 07:08:15 pm,69.300,55.540,,,,,
561,12/16/20 07:08:16 pm,69.300,55.540,,,,,
562,12/16/20 07:08:17 pm,69.256,55.506,,,,,
563,12/16/20 07:08:18 pm,69.256,55.475,,,,,
564,12/16/20 07:08:19 pm,69.213,55.441,,,,,
565,12/16/20 07:08:20 pm,69.213,55.441,,,,,
566,12/16/20 07:08:21 pm,69.170,55.437,,,,,
567,12/16/20 07:08:22 pm,69.170,55.406,,,,,
568,12/16/20 07:08:23 pm,69.170,55.406,,,,,
569,12/16/20 07:08:24 pm,69.129,55.403,,,,,
570,12/16/20 07:08:25 pm,69.129,55.403,,,,,
571,12/16/20 07:08:26 pm,69.085,55.399,,,,,
572,12/16/20 07:08:27 pm,69.085,55.430,,,,,
573,12/16/20 07:08:28 pm,69.085,55.461,,,,,
574,12/16/20 07:08:29 pm,69.042,55.458,,,,,
575,12/16/20 07:08:30 pm,69.042,55.458,,,,,
576,12/16/20 07:08:31 pm,68.999,55.454,,,,,
577,12/16/20 07:08:32 pm,68.999,55.423,,,,,
578,12/16/20 07:08:33 pm,68.999,55.423,,,,,
579,12/16/20 07:08:34 pm,68.956,55.389,,,,,
580,12/16/20 07:08:35 pm,68.956,55.389,,,,,
581,12/16/20 07:08:36 pm,68.913,55.385,,,,,
582,12/16/20 07:08:37 pm,68.913,55.354,,,,,
583,12/16/20 07:08:38 pm,68.871,55.320,,,,,
584,12/16/20 07:08:39 pm,68.871,55.289,,,,,
585,12/16/20 07:08:40 pm,68.828,55.255,,,,,
586,12/16/20 07:08:41 pm,68.828,55.193,,,,,
587,12/16/20 07:08:42 pm,68.785,55.189,,,,,
588,12/16/20 07:08:43 pm,68.785,55.159,,,,,
589,12/16/20 07:08:44 pm,68.742,55.124,,,,,
590,12/16/20 07:08:45 pm,68.742,55.093,,,,,
591,12/16/20 07:08:46 pm,68.698,55.059,,,,,
592,12/16/20 07:08:47 pm,68.657,55.025,,,,,
593,12/16/20 07:08:48 pm,68.657,55.055,,,,,
594,12/16/20 07:08:49 pm,68.614,54.990,,,,,
595,12/16/20 07:08:50 pm,68.614,54.990,,,,,
596,12/16/20 07:08:51 pm,68.571,54.925,,,,,
597,12/16/20 07:08:52 pm,68.527,54.921,,,,,
598,12/16/20 07:08:53 pm,68.484,54.918,,,,,
599,12/16/20 07:08:54 pm,68.443,54.884,,,,,
600,12/16/20 07:08:55 pm,68.400,54.880,,,,,
601,12/16/20 07:08:56 pm,68.400,54.849,,,,,
602,12/16/20 07:08:57 pm,68.313,54.842,,,,,
603,12/16/20 07:08:58 pm,68.313,54.811,,,,,
604,12/16/20 07:08:59 pm,68.270,54.777,,,,,
605,12/16/20 07:09:00 pm,68.227,54.773,,,,,
606,12/16/20 07:09:01 pm,68.185,54.770,,,,,
607,12/16/20 07:09:02 pm,68.142,54.767,,,,,
608,12/16/20 07:09:03 pm,68.099,54.701,,,,,
609,12/16/20 07:09:04 pm,68.056,54.698,,,,,
610,12/16/20 07:09:05 pm,68.013,54.694,,,,,
611,12/16/20 07:09:06 pm,67.971,54.691,,,,,
612,12/16/20 07:09:07 pm,67.928,54.687,,,,,
613,12/16/20 07:09:08 pm,67.885,54.653,,,,,
614,12/16/20 07:09:09 pm,67.842,54.681,,,,,
615,12/16/20 07:09:10 pm,67.798,54.646,,,,,
616,12/16/20 07:09:11 pm,67.757,54.643,,,,,
617,12/16/20 07:09:12 pm,67.714,54.639,,,,,
618,12/16/20 07:09:13 pm,67.671,54.667,,,,,
619,12/16/20 07:09:14 pm,67.627,54.694,,,,,
620,12/16/20 07:09:15 pm,67.586,54.722,,,,,
621,12/16/20 07:09:16 pm,67.543,54.749,,,,,
622,12/16/20 07:09:17 pm,67.500,54.746,,,,,
623,12/16/20 07:09:18 pm,67.456,54.742,,,,,
624,12/16/20 07:09:19 pm,67.372,54.766,,,,,
625,12/16/20 07:09:20 pm,67.329,54.793,,,,,
626,12/16/20 07:09:21 pm,67.285,54.759,,,,,
627,12/16/20 07:09:22 pm,67.242,54.787,,,,,
628,12/16/20 07:09:23 pm,67.199,54.783,,,,,
629,12/16/20 07:09:24 pm,67.158,54.780,,,,,
630,12/16/20 07:09:25 pm,67.114,54.807,,,,,
631,12/16/20 07:09:26 pm,67.071,54.804,,,,,
632,12/16/20 07:09:27 pm,67.028,54.800,,,,,
633,12/16/20 07:09:28 pm,66.985,54.827,,,,,
634,12/16/20 07:09:29 pm,66.943,54.855,,,,,
635,12/16/20 07:09:30 pm,66.900,54.851,,,,,
636,12/16/20 07:09:31 pm,66.857,54.879,,,,,
637,12/16/20 07:09:32 pm,66.772,54.841,,,,,
638,12/16/20 07:09:33 pm,66.686,54.834,,,,,
639,12/16/20 07:09:34 pm,66.643,54.831,,,,,
640,12/16/20 07:09:35 pm,66.558,54.793,,,,,
641,12/16/20 07:09:36 pm,66.515,54.789,,,,,
642,12/16/20 07:09:37 pm,66.429,54.752,,,,,
643,12/16/20 07:09:38 pm,66.344,54.714,,,,,
644,12/16/20 07:09:39 pm,66.301,54.680,,,,,
645,12/16/20 07:09:40 pm,66.258,54.645,,,,,
646,12/16/20 07:09:41 pm,66.173,54.638,,,,,
647,12/16/20 07:09:42 pm,66.130,54.604,,,,,
648,12/16/20 07:09:43 pm,66.087,54.601,,,,,
649,12/16/20 07:09:44 pm,66.043,54.628,,,,,
650,12/16/20 07:09:45 pm,66.000,54.624,,,,,
651,12/16/20 07:09:46 pm,65.959,54.621,,,,,
652,12/16/20 07:09:47 pm,65.916,54.618,,,,,
653,12/16/20 07:09:48 pm,65.872,54.645,,,,,
654,12/16/20 07:09:49 pm,65.829,54.641,,,,,
655,12/16/20 07:09:50 pm,65.788,54.669,,,,,
656,12/16/20 07:09:51 pm,65.745,54.635,,,,,
657,12/16/20 07:09:52 pm,65.701,54.662,,,,,
658,12/16/20 07:09:53 pm,65.658,54.689,,,,,
659,12/16/20 07:09:54 pm,65.658,54.751,,,,,
660,12/16/20 07:09:55 pm,65.574,54.775,,,,,
661,12/16/20 07:09:56 pm,65.530,54.771,,,,,
662,12/16/20 07:09:57 pm,65.487,54.798,,,,,
663,12/16/20 07:09:58 pm,65.444,54.826,,,,,
664,12/16/20 07:09:59 pm,65.403,54.822,,,,,
665,12/16/20 07:10:00 pm,65.359,54.850,,,,,
666,12/16/20 07:10:01 pm,65.316,54.846,,,,,
667,12/16/20 07:10:02 pm,65.273,54.904,,,,,
668,12/16/20 07:10:03 pm,65.230,54.901,,,,,
669,12/16/20 07:10:04 pm,65.188,54.897,,,,,
670,12/16/20 07:10:05 pm,65.145,54.924,,,,,
671,12/16/20 07:10:06 pm,65.102,54.921,,,,,
672,12/16/20 07:10:07 pm,65.059,54.948,,,,,
673,12/16/20 07:10:08 pm,65.017,54.975,,,,,
674,12/16/20 07:10:09 pm,64.974,54.972,,,,,
675,12/16/20 07:10:10 pm,64.974,55.033,,,,,
676,12/16/20 07:10:11 pm,64.888,55.057,,,,,
677,12/16/20 07:10:12 pm,64.888,55.088,,,,,
678,12/16/20 07:10:13 pm,64.845,55.146,,,,,
679,12/16/20 07:10:14 pm,64.803,55.234,,,,,
680,12/16/20 07:10:15 pm,64.760,55.261,,,,,
681,12/16/20 07:10:16 pm,64.717,55.289,,,,,
682,12/16/20 07:10:17 pm,64.717,55.381,,,,,
683,12/16/20 07:10:18 pm,64.674,55.438,,,,,
684,12/16/20 07:10:19 pm,64.632,55.496,,,,,
685,12/16/20 07:10:20 pm,64.589,55.523,,,,,
686,12/16/20 07:10:21 pm,64.546,55.581,,,,,
687,12/16/20 07:10:22 pm,64.546,55.673,,,,,
688,12/16/20 07:10:23 pm,64.503,55.700,,,,,
689,12/16/20 07:10:24 pm,64.459,55.788,,,,,
690,12/16/20 07:10:25 pm,64.459,55.819,,,,,
691,12/16/20 07:10:26 pm,64.418,55.907,,,,,
692,12/16/20 07:10:27 pm,64.375,55.965,,,,,
693,12/16/20 07:10:28 pm,64.332,56.022,,,,,
694,12/16/20 07:10:29 pm,64.288,56.049,,,,,
695,12/16/20 07:10:30 pm,64.288,56.111,,,,,
696,12/16/20 07:10:31 pm,64.247,56.199,,,,,
697,12/16/20 07:10:32 pm,64.204,56.226,,,,,
698,12/16/20 07:10:33 pm,64.161,56.283,,,,,
699,12/16/20 07:10:34 pm,64.117,56.341,,,,,
700,12/16/20 07:10:35 pm,64.117,56.402,,,,,
701,12/16/20 07:10:36 pm,64.074,56.459,,,,,
702,12/16/20 07:10:37 pm,64.033,56.517,,,,,
703,12/16/20 07:10:38 pm,64.033,56.578,,,,,
704,12/16/20 07:10:39 pm,63.990,56.665,,,,,
705,12/16/20 07:10:40 pm,63.946,56.723,,,,,
706,12/16/20 07:10:41 pm,63.903,56.780,,,,,
707,12/16/20 07:10:42 pm,63.862,56.868,,,,,
708,12/16/20 07:10:43 pm,63.862,56.929,,,,,
709,12/16/20 07:10:44 pm,63.819,56.986,,,,,
710,12/16/20 07:10:45 pm,63.775,57.104,,,,,
711,12/16/20 07:10:46 pm,63.732,57.131,,,,,
712,12/16/20 07:10:47 pm,63.689,57.188,,,,,
713,12/16/20 07:10:48 pm,63.604,57.242,,,,,
714,12/16/20 07:10:49 pm,63.561,57.299,,,,,
715,12/16/20 07:10:50 pm,63.475,57.353,,,,,
716,12/16/20 07:10:51 pm,63.433,57.379,,,,,
717,12/16/20 07:10:52 pm,63.347,57.433,,,,,
718,12/16/20 07:10:53 pm,63.262,57.426,,,,,
719,12/16/20 07:10:54 pm,63.176,57.449,,,,,
720,12/16/20 07:10:55 pm,63.090,57.472,,,,,
721,12/16/20 07:10:56 pm,63.005,57.525,,,,,
722,12/16/20 07:10:57 pm,62.919,57.518,,,,,
723,12/16/20 07:10:58 pm,62.834,57.541,,,,,
724,12/16/20 07:10:59 pm,62.748,57.564,,,,,
725,12/16/20 07:11:00 pm,62.661,57.587,,,,,
726,12/16/20 07:11:01 pm,62.577,57.610,,,,,
727,12/16/20 07:11:02 pm,62.490,57.633,,,,,
728,12/16/20 07:11:03 pm,62.406,57.686,,,,,
729,12/16/20 07:11:04 pm,62.319,57.709,,,,,
730,12/16/20 07:11:05 pm,62.233,57.732,,,,,
731,12/16/20 07:11:06 pm,62.148,57.785,,,,,
732,12/16/20 07:11:07 pm,62.105,57.842,,,,,
733,12/16/20 07:11:08 pm,62.019,57.895,,,,,
734,12/16/20 07:11:09 pm,61.934,57.948,,,,,
735,12/16/20 07:11:10 pm,61.848,57.971,,,,,
736,12/16/20 07:11:11 pm,61.804,58.088,,,,,
737,12/16/20 07:11:12 pm,61.720,58.141,,,,,
738,12/16/20 07:11:13 pm,61.633,58.255,,,,,
739,12/16/20 07:11:14 pm,61.547,58.338,,,,,
740,12/16/20 07:11:15 pm,61.462,58.421,,,,,
741,12/16/20 07:11:16 pm,61.376,58.534,,,,,
742,12/16/20 07:11:17 pm,61.290,58.647,,,,,
743,12/16/20 07:11:18 pm,61.205,58.730,,,,,
744,12/16/20 07:11:19 pm,61.119,58.813,,,,,
745,12/16/20 07:11:20 pm,61.032,58.896,,,,,
746,12/16/20 07:11:21 pm,60.948,59.009,,,,,
747,12/16/20 07:11:22 pm,60.861,59.061,,,,,
748,12/16/20 07:11:23 pm,60.775,59.174,,,,,
749,12/16/20 07:11:24 pm,60.690,59.256,,,,,
750,12/16/20 07:11:25 pm,60.647,59.343,,,,,
751,12/16/20 07:11:26 pm,60.561,59.425,,,,,
752,12/16/20 07:11:27 pm,60.517,59.451,,,,,
753,12/16/20 07:11:28 pm,60.433,59.534,,,,,
754,12/16/20 07:11:29 pm,60.346,59.616,,,,,
755,12/16/20 07:11:30 pm,60.260,59.699,,,,,
756,12/16/20 07:11:31 pm,60.217,59.755,,,,,
757,12/16/20 07:11:32 pm,60.132,59.837,,,,,
758,12/16/20 07:11:33 pm,60.089,59.923,,,,,
759,12/16/20 07:11:34 pm,60.003,59.975,,,,,
760,12/16/20 07:11:35 pm,59.959,60.061,,,,,
761,12/16/20 07:11:36 pm,59.916,60.147,,,,,
762,12/16/20 07:11:37 pm,59.830,60.199,,,,,
763,12/16/20 07:11:38 pm,59.788,60.315,,,,,
764,12/16/20 07:11:39 pm,59.745,60.430,,,,,
765,12/16/20 07:11:40 pm,59.659,60.512,,,,,
766,12/16/20 07:11:41 pm,59.616,60.628,,,,,
767,12/16/20 07:11:42 pm,59.572,60.743,,,,,
768,12/16/20 07:11:43 pm,59.486,60.854,,,,,
769,12/16/20 07:11:44 pm,59.445,60.970,,,,,
770,12/16/20 07:11:45 pm,59.401,61.055,,,,,
771,12/16/20 07:11:46 pm,59.358,61.170,,,,,
772,12/16/20 07:11:47 pm,59.315,61.256,,,,,
773,12/16/20 07:11:48 pm,59.272,61.371,,,,,
774,12/16/20 07:11:49 pm,59.229,61.486,,,,,
775,12/16/20 07:11:50 pm,59.185,61.571,,,,,
776,12/16/20 07:11:51 pm,59.142,61.686,,,,,
777,12/16/20 07:11:52 pm,59.099,61.741,,,,,
778,12/16/20 07:11:53 pm,59.099,61.860,,,,,
779,12/16/20 07:11:54 pm,59.056,61.975,,,,,
780,12/16/20 07:11:55 pm,59.014,62.089,,,,,
781,12/16/20 07:11:56 pm,58.971,62.174,,,,,
782,12/16/20 07:11:57 pm,58.971,62.263,,,,,
783,12/16/20 07:11:58 pm,58.928,62.348,,,,,
784,12/16/20 07:11:59 pm,58.885,62.462,,,,,
785,12/16/20 07:12:00 pm,58.842,62.547,,,,,
786,12/16/20 07:12:01 pm,58.798,62.661,,,,,
787,12/16/20 07:12:02 pm,58.798,62.720,,,,,
788,12/16/20 07:12:03 pm,58.712,62.801,,,,,
789,12/16/20 07:12:04 pm,58.669,62.886,,,,,
790,12/16/20 07:12:05 pm,58.626,62.941,,,,,
791,12/16/20 07:12:06 pm,58.582,62.996,,,,,
792,12/16/20 07:12:07 pm,58.541,63.051,,,,,
793,12/16/20 07:12:08 pm,58.455,63.102,,,,,
794,12/16/20 07:12:09 pm,58.455,63.161,,,,,
795,12/16/20 07:12:10 pm,58.368,63.182,,,,,
796,12/16/20 07:12:11 pm,58.325,63.237,,,,,
797,12/16/20 07:12:12 pm,58.282,63.262,,,,,
798,12/16/20 07:12:13 pm,58.195,63.284,,,,,
799,12/16/20 07:12:14 pm,58.152,63.368,,,,,
800,12/16/20 07:12:15 pm,58.109,63.393,,,,,
801,12/16/20 07:12:16 pm,58.023,63.444,,,,,
802,12/16/20 07:12:17 pm,57.979,63.469,,,,,
803,12/16/20 07:12:18 pm,57.936,63.524,,,,,
804,12/16/20 07:12:19 pm,57.850,63.575,,,,,
805,12/16/20 07:12:20 pm,57.807,63.571,,,,,
806,12/16/20 07:12:21 pm,57.765,63.655,,,,,
807,12/16/20 07:12:22 pm,57.722,63.680,,,,,
808,12/16/20 07:12:23 pm,57.679,63.705,,,,,
809,12/16/20 07:12:24 pm,57.636,63.760,,,,,
810,12/16/20 07:12:25 pm,57.592,63.844,,,,,
811,12/16/20 07:12:26 pm,57.549,63.869,,,,,
812,12/16/20 07:12:27 pm,57.506,63.895,,,,,
813,12/16/20 07:12:28 pm,57.463,63.949,,,,,
814,12/16/20 07:12:29 pm,57.420,64.004,,,,,
815,12/16/20 07:12:30 pm,57.376,64.058,,,,,
816,12/16/20 07:12:31 pm,57.333,64.113,,,,,
817,12/16/20 07:12:32 pm,57.333,64.172,,,,,
818,12/16/20 07:12:33 pm,57.290,64.197,,,,,
819,12/16/20 07:12:34 pm,57.290,64.255,,,,,
820,12/16/20 07:12:35 pm,57.247,64.310,,,,,
821,12/16/20 07:12:36 pm,57.247,64.369,,,,,
822,12/16/20 07:12:37 pm,57.247,64.456,,,,,
823,12/16/20 07:12:38 pm,57.204,64.511,,,,,
824,12/16/20 07:12:39 pm,57.204,64.569,,,,,
825,12/16/20 07:12:40 pm,57.160,64.624,,,,,
826,12/16/20 07:12:41 pm,57.160,64.712,,,,,
827,12/16/20 07:12:42 pm,57.160,64.770,,,,,
828,12/16/20 07:12:43 pm,57.117,64.854,,,,,
829,12/16/20 07:12:44 pm,57.117,64.912,,,,,
830,12/16/20 07:12:45 pm,57.074,64.996,,,,,
831,12/16/20 07:12:46 pm,57.074,65.054,,,,,
832,12/16/20 07:12:47 pm,57.031,65.138,,,,,
833,12/16/20 07:12:48 pm,57.031,65.196,,,,,
834,12/16/20 07:12:49 pm,57.031,65.313,,,,,
835,12/16/20 07:12:50 pm,56.988,65.367,,,,,
836,12/16/20 07:12:51 pm,56.988,65.425,,,,,
837,12/16/20 07:12:52 pm,56.988,65.542,,,,,
838,12/16/20 07:12:53 pm,56.944,65.625,,,,,
839,12/16/20 07:12:54 pm,56.944,65.713,,,,,
840,12/16/20 07:12:55 pm,56.944,65.829,,,,,
841,12/16/20 07:12:56 pm,56.901,65.912,,,,,
842,12/16/20 07:12:57 pm,56.901,66.029,,,,,
843,12/16/20 07:12:58 pm,56.901,66.145,,,,,
844,12/16/20 07:12:59 pm,56.901,66.261,,,,,
845,12/16/20 07:13:00 pm,56.901,66.378,,,,,
846,12/16/20 07:13:01 pm,56.901,66.494,,,,,
847,12/16/20 07:13:02 pm,56.901,66.610,,,,,
848,12/16/20 07:13:03 pm,56.858,66.722,,,,,
849,12/16/20 07:13:04 pm,56.858,66.838,,,,,
850,12/16/20 07:13:05 pm,56.858,66.954,,,,,
851,12/16/20 07:13:06 pm,56.815,67.037,,,,,
852,12/16/20 07:13:07 pm,56.815,67.181,,,,,
853,12/16/20 07:13:08 pm,56.815,67.268,,,,,
854,12/16/20 07:13:09 pm,56.815,67.355,,,,,
855,12/16/20 07:13:10 pm,56.815,67.471,,,,,
856,12/16/20 07:13:11 pm,56.815,67.558,,,,,
857,12/16/20 07:13:12 pm,56.815,67.616,,,,,
858,12/16/20 07:13:13 pm,56.815,67.702,,,,,
859,12/16/20 07:13:14 pm,56.815,67.731,,,,,
860,12/16/20 07:13:15 pm,56.815,67.789,,,,,
861,12/16/20 07:13:16 pm,56.815,67.847,,,,,
862,12/16/20 07:13:17 pm,56.815,67.905,,,,,
863,12/16/20 07:13:18 pm,56.815,67.934,,,,,
864,12/16/20 07:13:19 pm,56.815,67.991,,,,,
865,12/16/20 07:13:20 pm,56.815,68.020,,,,,
866,12/16/20 07:13:21 pm,56.815,68.049,,,,,
867,12/16/20 07:13:22 pm,56.815,68.107,,,,,
868,12/16/20 07:13:23 pm,56.815,68.136,,,,,
869,12/16/20 07:13:24 pm,56.815,68.165,,,,,
870,12/16/20 07:13:25 pm,56.815,68.193,,,,,
871,12/16/20 07:13:26 pm,56.815,68.251,,,,,
872,12/16/20 07:13:27 pm,56.815,68.251,,,,,
873,12/16/20 07:13:28 pm,56.815,68.309,,,,,
874,12/16/20 07:13:29 pm,56.815,68.338,,,,,
875,12/16/20 07:13:30 pm,56.815,68.367,,,,,
876,12/16/20 07:13:31 pm,56.815,68.395,,,,,
877,12/16/20 07:13:32 pm,56.815,68.424,,,,,
878,12/16/20 07:13:33 pm,56.815,68.424,,,,,
879,12/16/20 07:13:34 pm,56.815,68.453,,,,,
880,12/16/20 07:13:35 pm,56.772,68.449,,,,,
881,12/16/20 07:13:36 pm,56.772,68.477,,,,,
882,12/16/20 07:13:37 pm,56.772,68.477,,,,,
883,12/16/20 07:13:38 pm,56.772,68.506,,,,,
884,12/16/20 07:13:39 pm,56.772,68.535,,,,,
885,12/16/20 07:13:40 pm,56.772,68.564,,,,,
886,12/16/20 07:13:41 pm,56.772,68.564,,,,,
887,12/16/20 07:13:42 pm,56.772,68.593,,,,,
888,12/16/20 07:13:43 pm,56.772,68.593,,,,,
889,12/16/20 07:13:44 pm,56.772,68.650,,,,,
890,12/16/20 07:13:45 pm,56.815,68.655,,,,,
891,12/16/20 07:13:46 pm,56.815,68.684,,,,,
892,12/16/20 07:13:47 pm,56.815,68.712,,,,,
893,12/16/20 07:13:48 pm,56.772,68.708,,,,,
894,12/16/20 07:13:49 pm,56.772,68.708,,,,,
895,12/16/20 07:13:50 pm,56.772,68.737,,,,,
896,12/16/20 07:13:51 pm,56.772,68.766,,,,,
897,12/16/20 07:13:52 pm,56.772,68.766,,,,,
898,12/16/20 07:13:53 pm,56.728,68.790,,,,,
899,12/16/20 07:13:54 pm,56.728,68.819,,,,,
900,12/16/20 07:13:55 pm,56.728,68.790,,,,,
