38.291835,21.787937,251,2.56,0.04,30,
38.291835,21.787937,250,2.56,0.04,63,
38.291835,21.787937,250,2.56,0.04,97,
38.291835,21.787937,250,2.56,0.04,130,
38.291835,21.787937,250,2.56,0.04,164,
38.291835,21.787937,250,2.56,0.04,197,
38.291835,21.787937,250,2.56,0.04,231,
38.291835,21.787937,250,2.56,0.04,264,
38.291835,21.787937,250,2.56,0.04,298,
38.291835,21.787937,250,2.56,0.04,331,
38.291835,21.787937,249,2.56,0.04,364,
38.291835,21.787937,248,2.56,0.04,397,
38.291835,21.787937,247,2.56,0.04,431,
38.291835,21.787937,247,2.56,0.04,464,
38.291835,21.787937,247,2.56,0.04,497,
38.291835,21.787937,246,2.56,0.04,530,
38.291835,21.787937,246,2.56,0.04,564,
38.291835,21.787937,246,2.56,0.04,598,
38.291835,21.787937,246,2.56,0.04,631,
38.291835,21.787937,246,2.56,0.04,664,
38.291835,21.787937,246,2.56,0.04,698,
38.291835,21.787937,246,2.56,0.04,731,
38.291835,21.787937,245,2.56,0.04,764,
38.291835,21.787937,245,2.56,0.04,798,
38.291835,21.787937,245,2.56,0.04,831,
38.291835,21.787937,244,2.56,0.04,864,
38.291835,21.787937,244,2.56,0.04,898,
38.291835,21.787937,243,2.56,0.04,931,
38.291830,21.787947,242,2.87,0.04,963,
38.291830,21.787947,242,2.87,0.04,996,
38.291830,21.787947,242,2.87,0.04,1030,
38.291830,21.787947,241,2.87,0.04,1064,
38.291830,21.787947,240,2.87,0.04,1098,
38.291830,21.787947,236,2.87,0.04,1131,
38.291830,21.787947,236,2.87,0.04,1164,
38.291830,21.787947,235,2.87,0.04,1198,
38.291830,21.787947,235,2.87,0.04,1231,
38.291830,21.787947,235,2.87,0.04,1264,
38.291830,21.787947,231,2.87,0.04,1298,
38.291830,21.787947,231,2.87,0.04,1331,
38.291830,21.787947,231,2.87,0.04,1364,
38.291830,21.787947,230,2.87,0.04,1398,
38.291830,21.787947,226,2.87,0.04,1431,
38.291830,21.787947,225,2.87,0.04,1465,
38.291830,21.787947,225,2.87,0.04,1498,
38.291830,21.787947,225,2.87,0.04,1531,
38.291830,21.787947,224,2.87,0.04,1565,
38.291830,21.787947,224,2.87,0.04,1598,
38.291830,21.787947,223,2.87,0.04,1631,
38.291830,21.787947,223,2.87,0.04,1664,
38.291830,21.787947,223,2.87,0.04,1698,
38.291830,21.787947,222,2.87,0.04,1731,
38.291830,21.787947,218,2.87,0.04,1765,
38.291830,21.787947,217,2.87,0.04,1798,
38.291830,21.787947,217,2.87,0.04,1831,
38.291830,21.787947,217,2.87,0.04,1865,
38.291830,21.787947,216,2.87,0.04,1898,
38.291830,21.787947,216,2.87,0.04,1931,
38.291830,21.787947,216,2.87,0.04,1964,
38.291823,21.787960,215,3.26,0.04,1997,
38.291823,21.787960,215,3.26,0.04,2030,
38.291823,21.787960,215,3.26,0.04,2064,
38.291823,21.787960,214,3.26,0.04,2098,
38.291823,21.787960,214,3.26,0.04,2131,
38.291823,21.787960,214,3.26,0.04,2165,
38.291823,21.787960,214,3.26,0.04,2198,
38.291823,21.787960,214,3.26,0.04,2231,
38.291823,21.787960,215,3.26,0.04,2265,
38.291823,21.787960,215,3.26,0.04,2298,
38.291823,21.787960,215,3.26,0.04,2331,
38.291823,21.787960,215,3.26,0.04,2365,
38.291823,21.787960,215,3.26,0.04,2398,
38.291823,21.787960,216,3.26,0.04,2431,
38.291823,21.787960,216,3.26,0.04,2465,
38.291823,21.787960,215,3.26,0.04,2498,
38.291823,21.787960,215,3.26,0.04,2531,
38.291823,21.787960,215,3.26,0.04,2564,
38.291823,21.787960,215,3.26,0.04,2598,
38.291823,21.787960,215,3.26,0.04,2631,
38.291823,21.787960,215,3.26,0.04,2664,
38.291823,21.787960,215,3.26,0.04,2697,
38.291823,21.787960,215,3.26,0.04,2730,
38.291823,21.787960,214,3.26,0.04,2764,
38.291823,21.787960,213,3.26,0.04,2798,
38.291823,21.787960,213,3.26,0.04,2831,
38.291823,21.787960,212,3.26,0.04,2865,
38.291823,21.787960,212,3.26,0.04,2898,
38.291823,21.787960,212,3.26,0.04,2931,
38.291823,21.787960,212,3.26,0.04,2963,
38.291813,21.787975,217,3.87,0.05,2996,
38.291813,21.787975,217,3.87,0.05,3030,
38.291813,21.787975,217,3.87,0.05,3064,
38.291813,21.787975,217,3.87,0.05,3097,
38.291813,21.787975,217,3.87,0.05,3131,
38.291813,21.787975,217,3.87,0.05,3164,
38.291813,21.787975,216,3.87,0.05,3198,
38.291813,21.787975,216,3.87,0.05,3231,
38.291813,21.787975,216,3.87,0.05,3264,
38.291813,21.787975,216,3.87,0.05,3298,
38.291813,21.787975,215,3.87,0.05,3331,
38.291813,21.787975,203,3.87,0.05,3365,
38.291813,21.787975,203,3.87,0.05,3398,
38.291813,21.787975,209,3.87,0.05,3431,
38.291813,21.787975,209,3.87,0.05,3464,
38.291813,21.787975,213,3.87,0.05,3498,
38.291813,21.787975,213,3.87,0.05,3531,
38.291813,21.787975,214,3.87,0.05,3564,
38.291813,21.787975,214,3.87,0.05,3598,
38.291813,21.787975,214,3.87,0.05,3631,
38.291813,21.787975,214,3.87,0.05,3665,
38.291813,21.787975,214,3.87,0.05,3698,
