"Plot Title:  10570397"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10570397, SEN S/N: 10570397)","RH, % (LGR S/N: 10570397, SEN S/N: 10570397)","DewPt, °C (LGR S/N: 10570397, SEN S/N: 10570397)","Coupler Detached (LGR S/N: 10570397)","Coupler Attached (LGR S/N: 10570397)","Host Connected (LGR S/N: 10570397)","Stopped (LGR S/N: 10570397)","End Of File (LGR S/N: 10570397)"
889,07/25/19 07:31:31 pm,27.751,50.253,16.802,,,,,
890,07/25/19 07:31:32 pm,27.751,50.253,16.802,,,,,
891,07/25/19 07:31:33 pm,27.751,50.253,16.802,,,,,
892,07/25/19 07:31:34 pm,27.751,50.285,16.812,,,,,
893,07/25/19 07:31:35 pm,27.751,50.317,16.822,,,,,
894,07/25/19 07:31:36 pm,27.727,50.282,16.788,,,,,
895,07/25/19 07:31:37 pm,27.727,50.346,16.808,,,,,
896,07/25/19 07:31:38 pm,27.727,50.346,16.808,,,,,
897,07/25/19 07:31:39 pm,27.727,50.346,16.808,,,,,
898,07/25/19 07:31:40 pm,27.727,50.410,16.828,,,,,
899,07/25/19 07:31:41 pm,27.702,50.407,16.804,,,,,
900,07/25/19 07:31:42 pm,27.702,50.407,16.804,,,,,
901,07/25/19 07:31:43 pm,27.702,50.374,16.794,,,,,
902,07/25/19 07:31:44 pm,27.702,50.407,16.804,,,,,
903,07/25/19 07:31:45 pm,27.702,50.374,16.794,,,,,
904,07/25/19 07:31:46 pm,27.702,50.374,16.794,,,,,
905,07/25/19 07:31:47 pm,27.677,50.371,16.770,,,,,
906,07/25/19 07:31:48 pm,27.677,50.403,16.780,,,,,
907,07/25/19 07:31:49 pm,27.677,50.435,16.790,,,,,
908,07/25/19 07:31:50 pm,27.677,50.435,16.790,,,,,
909,07/25/19 07:31:51 pm,27.653,50.464,16.776,,,,,
910,07/25/19 07:31:52 pm,27.653,50.464,16.776,,,,,
911,07/25/19 07:31:53 pm,27.653,50.464,16.776,,,,,
912,07/25/19 07:31:54 pm,27.653,50.464,16.776,,,,,
913,07/25/19 07:31:55 pm,27.653,50.464,16.776,,,,,
914,07/25/19 07:31:56 pm,27.653,50.464,16.776,,,,,
915,07/25/19 07:31:57 pm,27.628,50.461,16.753,,,,,
916,07/25/19 07:31:58 pm,27.628,50.461,16.753,,,,,
917,07/25/19 07:31:59 pm,27.628,50.461,16.753,,,,,
918,07/25/19 07:32:00 pm,27.628,50.493,16.762,,,,,
919,07/25/19 07:32:01 pm,27.628,50.493,16.762,,,,,
920,07/25/19 07:32:02 pm,27.604,50.522,16.749,,,,,
921,07/25/19 07:32:03 pm,27.604,50.522,16.749,,,,,
922,07/25/19 07:32:04 pm,27.604,50.522,16.749,,,,,
923,07/25/19 07:32:05 pm,27.604,50.586,16.768,,,,,
924,07/25/19 07:32:06 pm,27.604,50.586,16.768,,,,,
925,07/25/19 07:32:07 pm,27.604,50.586,16.768,,,,,
926,07/25/19 07:32:08 pm,27.604,50.586,16.768,,,,,
927,07/25/19 07:32:09 pm,27.579,50.583,16.745,,,,,
928,07/25/19 07:32:10 pm,27.579,50.583,16.745,,,,,
929,07/25/19 07:32:11 pm,27.579,50.551,16.735,,,,,
930,07/25/19 07:32:12 pm,27.579,50.583,16.745,,,,,
931,07/25/19 07:32:13 pm,27.554,50.579,16.721,,,,,
932,07/25/19 07:32:14 pm,27.554,50.515,16.701,,,,,
933,07/25/19 07:32:15 pm,27.554,50.515,16.701,,,,,
934,07/25/19 07:32:16 pm,27.554,50.547,16.711,,,,,
935,07/25/19 07:32:17 pm,27.554,50.547,16.711,,,,,
936,07/25/19 07:32:18 pm,27.554,50.547,16.711,,,,,
937,07/25/19 07:32:19 pm,27.554,50.547,16.711,,,,,
938,07/25/19 07:32:20 pm,27.554,50.579,16.721,,,,,
939,07/25/19 07:32:21 pm,27.554,50.515,16.701,,,,,
940,07/25/19 07:32:22 pm,27.530,50.544,16.687,,,,,
941,07/25/19 07:32:23 pm,27.530,50.576,16.697,,,,,
942,07/25/19 07:32:24 pm,27.530,50.576,16.697,,,,,
943,07/25/19 07:32:25 pm,27.530,50.576,16.697,,,,,
944,07/25/19 07:32:26 pm,27.530,50.544,16.687,,,,,
945,07/25/19 07:32:27 pm,27.530,50.544,16.687,,,,,
946,07/25/19 07:32:28 pm,27.530,50.576,16.697,,,,,
947,07/25/19 07:32:29 pm,27.505,50.573,16.674,,,,,
948,07/25/19 07:32:30 pm,27.505,50.573,16.674,,,,,
949,07/25/19 07:32:31 pm,27.505,50.573,16.674,,,,,
950,07/25/19 07:32:32 pm,27.505,50.573,16.674,,,,,
951,07/25/19 07:32:33 pm,27.505,50.573,16.674,,,,,
952,07/25/19 07:32:34 pm,27.505,50.573,16.674,,,,,
953,07/25/19 07:32:35 pm,27.505,50.573,16.674,,,,,
954,07/25/19 07:32:36 pm,27.505,50.605,16.683,,,,,
955,07/25/19 07:32:37 pm,27.505,50.573,16.674,,,,,
956,07/25/19 07:32:38 pm,27.505,50.605,16.683,,,,,
957,07/25/19 07:32:39 pm,27.505,50.605,16.683,,,,,
958,07/25/19 07:32:40 pm,27.505,50.605,16.683,,,,,
959,07/25/19 07:32:41 pm,27.481,50.570,16.650,,,,,
960,07/25/19 07:32:42 pm,27.481,50.570,16.650,,,,,
961,07/25/19 07:32:43 pm,27.481,50.570,16.650,,,,,
962,07/25/19 07:32:44 pm,27.481,50.570,16.650,,,,,
963,07/25/19 07:32:45 pm,27.481,50.570,16.650,,,,,
964,07/25/19 07:32:46 pm,27.481,50.570,16.650,,,,,
965,07/25/19 07:32:47 pm,27.481,50.602,16.660,,,,,
966,07/25/19 07:32:48 pm,27.456,50.630,16.646,,,,,
967,07/25/19 07:32:49 pm,27.456,50.630,16.646,,,,,
968,07/25/19 07:32:50 pm,27.456,50.662,16.656,,,,,
969,07/25/19 07:32:51 pm,27.456,50.662,16.656,,,,,
970,07/25/19 07:32:52 pm,27.456,50.662,16.656,,,,,
971,07/25/19 07:32:53 pm,27.456,50.694,16.665,,,,,
972,07/25/19 07:32:54 pm,27.431,50.691,16.642,,,,,
973,07/25/19 07:32:55 pm,27.431,50.723,16.652,,,,,
974,07/25/19 07:32:56 pm,27.431,50.755,16.661,,,,,
975,07/25/19 07:32:57 pm,27.431,50.755,16.661,,,,,
976,07/25/19 07:32:58 pm,27.407,50.752,16.638,,,,,
977,07/25/19 07:32:59 pm,27.407,50.784,16.647,,,,,
978,07/25/19 07:33:00 pm,27.407,50.816,16.657,,,,,
979,07/25/19 07:33:01 pm,27.407,50.848,16.667,,,,,
980,07/25/19 07:33:02 pm,27.407,50.880,16.677,,,,,
981,07/25/19 07:33:03 pm,27.382,50.877,16.653,,,,,
982,07/25/19 07:33:04 pm,27.382,50.877,16.653,,,,,
983,07/25/19 07:33:05 pm,27.382,50.877,16.653,,,,,
984,07/25/19 07:33:06 pm,27.382,50.877,16.653,,,,,
985,07/25/19 07:33:07 pm,27.358,50.873,16.629,,,,,
986,07/25/19 07:33:08 pm,27.358,50.873,16.629,,,,,
987,07/25/19 07:33:09 pm,27.358,50.873,16.629,,,,,
988,07/25/19 07:33:10 pm,27.358,50.905,16.639,,,,,
989,07/25/19 07:33:11 pm,27.358,50.905,16.639,,,,,
990,07/25/19 07:33:12 pm,27.333,50.934,16.625,,,,,
991,07/25/19 07:33:13 pm,27.333,50.934,16.625,,,,,
992,07/25/19 07:33:14 pm,27.333,50.934,16.625,,,,,
993,07/25/19 07:33:15 pm,27.333,50.934,16.625,,,,,
994,07/25/19 07:33:16 pm,27.308,50.995,16.621,,,,,
995,07/25/19 07:33:17 pm,27.308,50.995,16.621,,,,,
996,07/25/19 07:33:18 pm,27.308,51.027,16.631,,,,,
997,07/25/19 07:33:19 pm,27.308,51.059,16.640,,,,,
998,07/25/19 07:33:20 pm,27.308,51.059,16.640,,,,,
999,07/25/19 07:33:21 pm,27.284,51.055,16.617,,,,,
1000,07/25/19 07:33:22 pm,27.284,51.087,16.626,,,,,
1001,07/25/19 07:33:23 pm,27.284,51.119,16.636,,,,,
1002,07/25/19 07:33:24 pm,27.259,51.084,16.603,,,,,
1003,07/25/19 07:33:25 pm,27.259,51.116,16.612,,,,,
1004,07/25/19 07:33:26 pm,27.259,51.148,16.622,,,,,
1005,07/25/19 07:33:27 pm,27.259,51.148,16.622,,,,,
1006,07/25/19 07:33:28 pm,27.259,51.180,16.632,,,,,
1007,07/25/19 07:33:29 pm,27.235,51.209,16.618,,,,,
1008,07/25/19 07:33:30 pm,27.235,51.241,16.627,,,,,
1009,07/25/19 07:33:31 pm,27.235,51.241,16.627,,,,,
1010,07/25/19 07:33:32 pm,27.235,51.273,16.637,,,,,
1011,07/25/19 07:33:33 pm,27.235,51.304,16.647,,,,,
1012,07/25/19 07:33:34 pm,27.210,51.301,16.623,,,,,
1013,07/25/19 07:33:35 pm,27.210,51.333,16.633,,,,,
1014,07/25/19 07:33:36 pm,27.210,51.333,16.633,,,,,
1015,07/25/19 07:33:37 pm,27.210,51.333,16.633,,,,,
1016,07/25/19 07:33:38 pm,27.210,51.333,16.633,,,,,
1017,07/25/19 07:33:39 pm,27.186,51.362,16.619,,,,,
1018,07/25/19 07:33:40 pm,27.186,51.362,16.619,,,,,
1019,07/25/19 07:33:41 pm,27.186,51.394,16.628,,,,,
1020,07/25/19 07:33:42 pm,27.186,51.394,16.628,,,,,
1021,07/25/19 07:33:43 pm,27.161,51.390,16.605,,,,,
1022,07/25/19 07:33:44 pm,27.161,51.390,16.605,,,,,
1023,07/25/19 07:33:45 pm,27.161,51.422,16.614,,,,,
1024,07/25/19 07:33:46 pm,27.161,51.454,16.624,,,,,
1025,07/25/19 07:33:47 pm,27.161,51.422,16.614,,,,,
1026,07/25/19 07:33:48 pm,27.161,51.486,16.633,,,,,
1027,07/25/19 07:33:49 pm,27.136,51.483,16.610,,,,,
1028,07/25/19 07:33:50 pm,27.136,51.515,16.619,,,,,
1029,07/25/19 07:33:51 pm,27.136,51.547,16.629,,,,,
1030,07/25/19 07:33:52 pm,27.136,51.547,16.629,,,,,
1031,07/25/19 07:33:53 pm,27.112,51.575,16.615,,,,,
1032,07/25/19 07:33:54 pm,27.112,51.607,16.624,,,,,
1033,07/25/19 07:33:55 pm,27.112,51.607,16.624,,,,,
1034,07/25/19 07:33:56 pm,27.112,51.639,16.634,,,,,
1035,07/25/19 07:33:57 pm,27.112,51.671,16.644,,,,,
1036,07/25/19 07:33:58 pm,27.087,51.668,16.620,,,,,
1037,07/25/19 07:33:59 pm,27.087,51.731,16.639,,,,,
1038,07/25/19 07:34:00 pm,27.087,51.763,16.648,,,,,
1039,07/25/19 07:34:01 pm,27.087,51.795,16.658,,,,,
1040,07/25/19 07:34:02 pm,27.063,51.792,16.634,,,,,
1041,07/25/19 07:34:03 pm,27.063,51.855,16.653,,,,,
1042,07/25/19 07:34:04 pm,27.063,51.887,16.663,,,,,
1043,07/25/19 07:34:05 pm,27.063,51.887,16.663,,,,,
1044,07/25/19 07:34:06 pm,27.063,51.919,16.672,,,,,
1045,07/25/19 07:34:07 pm,27.063,51.919,16.672,,,,,
1046,07/25/19 07:34:08 pm,27.038,51.884,16.639,,,,,
1047,07/25/19 07:34:09 pm,27.038,51.916,16.649,,,,,
1048,07/25/19 07:34:10 pm,27.038,51.916,16.649,,,,,
1049,07/25/19 07:34:11 pm,27.038,51.916,16.649,,,,,
1050,07/25/19 07:34:12 pm,27.014,51.944,16.634,,,,,
1051,07/25/19 07:34:13 pm,27.014,51.976,16.644,,,,,
1052,07/25/19 07:34:14 pm,27.014,51.976,16.644,,,,,
1053,07/25/19 07:34:15 pm,27.014,52.008,16.653,,,,,
1054,07/25/19 07:34:16 pm,27.014,52.040,16.663,,,,,
1055,07/25/19 07:34:17 pm,27.014,52.040,16.663,,,,,
1056,07/25/19 07:34:18 pm,27.014,52.040,16.663,,,,,
1057,07/25/19 07:34:19 pm,27.014,52.040,16.663,,,,,
1058,07/25/19 07:34:20 pm,27.014,52.040,16.663,,,,,
1059,07/25/19 07:34:21 pm,26.989,52.005,16.630,,,,,
1060,07/25/19 07:34:22 pm,26.989,52.005,16.630,,,,,
1061,07/25/19 07:34:23 pm,26.989,52.037,16.639,,,,,
1062,07/25/19 07:34:24 pm,26.989,52.068,16.649,,,,,
1063,07/25/19 07:34:25 pm,26.989,52.037,16.639,,,,,
1064,07/25/19 07:34:26 pm,26.965,52.065,16.625,,,,,
1065,07/25/19 07:34:27 pm,26.965,52.065,16.625,,,,,
1066,07/25/19 07:34:28 pm,26.965,52.097,16.634,,,,,
1067,07/25/19 07:34:29 pm,26.965,52.065,16.625,,,,,
1068,07/25/19 07:34:30 pm,26.965,52.065,16.625,,,,,
1069,07/25/19 07:34:31 pm,26.965,52.065,16.625,,,,,
1070,07/25/19 07:34:32 pm,26.965,52.065,16.625,,,,,
1071,07/25/19 07:34:33 pm,26.965,52.065,16.625,,,,,
1072,07/25/19 07:34:34 pm,26.940,52.062,16.601,,,,,
1073,07/25/19 07:34:35 pm,26.940,52.030,16.592,,,,,
1074,07/25/19 07:34:36 pm,26.940,52.030,16.592,,,,,
1075,07/25/19 07:34:37 pm,26.940,52.062,16.601,,,,,
1076,07/25/19 07:34:38 pm,26.940,52.030,16.592,,,,,
1077,07/25/19 07:34:39 pm,26.916,52.027,16.568,,,,,
1078,07/25/19 07:34:40 pm,26.916,52.058,16.578,,,,,
1079,07/25/19 07:34:41 pm,26.916,52.090,16.587,,,,,
1080,07/25/19 07:34:42 pm,26.916,52.090,16.587,,,,,
1081,07/25/19 07:34:43 pm,26.916,52.122,16.597,,,,,
1082,07/25/19 07:34:44 pm,26.916,52.154,16.606,,,,,
1083,07/25/19 07:34:45 pm,26.916,52.186,16.615,,,,,
1084,07/25/19 07:34:46 pm,26.891,52.214,16.601,,,,,
1085,07/25/19 07:34:47 pm,26.891,52.214,16.601,,,,,
1086,07/25/19 07:34:48 pm,26.891,52.214,16.601,,,,,
1087,07/25/19 07:34:49 pm,26.891,52.246,16.611,,,,,
1088,07/25/19 07:34:50 pm,26.891,52.214,16.601,,,,,
1089,07/25/19 07:34:51 pm,26.867,52.211,16.578,,,,,
1090,07/25/19 07:34:52 pm,26.867,52.243,16.587,,,,,
1091,07/25/19 07:34:53 pm,26.867,52.211,16.578,,,,,
1092,07/25/19 07:34:54 pm,26.867,52.211,16.578,,,,,
1093,07/25/19 07:34:55 pm,26.867,52.179,16.568,,,,,
1094,07/25/19 07:34:56 pm,26.867,52.211,16.578,,,,,
1095,07/25/19 07:34:57 pm,26.867,52.243,16.587,,,,,
1096,07/25/19 07:34:58 pm,26.867,52.274,16.596,,,,,
1097,07/25/19 07:34:59 pm,26.867,52.306,16.606,,,,,
1098,07/25/19 07:35:00 pm,26.867,52.338,16.615,,,,,
1099,07/25/19 07:35:01 pm,26.867,52.338,16.615,,,,,
1100,07/25/19 07:35:02 pm,26.867,52.370,16.624,,,,,
1101,07/25/19 07:35:03 pm,26.867,52.370,16.624,,,,,
1102,07/25/19 07:35:04 pm,26.867,52.402,16.634,,,,,
1103,07/25/19 07:35:05 pm,26.842,52.398,16.610,,,,,
1104,07/25/19 07:35:06 pm,26.842,52.398,16.610,,,,,
1105,07/25/19 07:35:07 pm,26.842,52.398,16.610,,,,,
1106,07/25/19 07:35:08 pm,26.842,52.430,16.620,,,,,
1107,07/25/19 07:35:09 pm,26.842,52.430,16.620,,,,,
1108,07/25/19 07:35:10 pm,26.842,52.462,16.629,,,,,
1109,07/25/19 07:35:11 pm,26.842,52.462,16.629,,,,,
1110,07/25/19 07:35:12 pm,26.842,52.494,16.638,,,,,
1111,07/25/19 07:35:13 pm,26.842,52.494,16.638,,,,,
1112,07/25/19 07:35:14 pm,26.842,52.494,16.638,,,,,
1113,07/25/19 07:35:15 pm,26.842,52.525,16.648,,,,,
1114,07/25/19 07:35:16 pm,26.842,52.525,16.648,,,,,
1115,07/25/19 07:35:17 pm,26.842,52.525,16.648,,,,,
1116,07/25/19 07:35:18 pm,26.842,52.557,16.657,,,,,
1117,07/25/19 07:35:19 pm,26.842,52.589,16.666,,,,,
1118,07/25/19 07:35:20 pm,26.842,52.589,16.666,,,,,
1119,07/25/19 07:35:21 pm,26.842,52.589,16.666,,,,,
1120,07/25/19 07:35:22 pm,26.842,52.621,16.676,,,,,
1121,07/25/19 07:35:23 pm,26.842,52.589,16.666,,,,,
1122,07/25/19 07:35:24 pm,26.842,52.589,16.666,,,,,
1123,07/25/19 07:35:25 pm,26.842,52.621,16.676,,,,,
1124,07/25/19 07:35:26 pm,26.842,52.621,16.676,,,,,
1125,07/25/19 07:35:27 pm,26.842,52.621,16.676,,,,,
1126,07/25/19 07:35:28 pm,26.842,52.621,16.676,,,,,
1127,07/25/19 07:35:29 pm,26.842,52.589,16.666,,,,,
1128,07/25/19 07:35:30 pm,26.818,52.586,16.643,,,,,
1129,07/25/19 07:35:31 pm,26.818,52.554,16.633,,,,,
1130,07/25/19 07:35:32 pm,26.818,52.554,16.633,,,,,
1131,07/25/19 07:35:33 pm,26.818,52.522,16.624,,,,,
1132,07/25/19 07:35:34 pm,26.818,52.522,16.624,,,,,
1133,07/25/19 07:35:35 pm,26.818,52.522,16.624,,,,,
1134,07/25/19 07:35:36 pm,26.818,52.522,16.624,,,,,
1135,07/25/19 07:35:37 pm,26.818,52.522,16.624,,,,,
1136,07/25/19 07:35:38 pm,26.818,52.458,16.605,,,,,
1137,07/25/19 07:35:39 pm,26.818,52.458,16.605,,,,,
1138,07/25/19 07:35:40 pm,26.818,52.427,16.596,,,,,
1139,07/25/19 07:35:41 pm,26.818,52.395,16.587,,,,,
1140,07/25/19 07:35:42 pm,26.818,52.395,16.587,,,,,
1141,07/25/19 07:35:43 pm,26.818,52.363,16.577,,,,,
1142,07/25/19 07:35:44 pm,26.818,52.395,16.587,,,,,
1143,07/25/19 07:35:45 pm,26.818,52.395,16.587,,,,,
1144,07/25/19 07:35:46 pm,26.793,52.328,16.544,,,,,
1145,07/25/19 07:35:47 pm,26.793,52.328,16.544,,,,,
1146,07/25/19 07:35:48 pm,26.793,52.360,16.554,,,,,
1147,07/25/19 07:35:49 pm,26.793,52.328,16.544,,,,,
1148,07/25/19 07:35:50 pm,26.793,52.328,16.544,,,,,
1149,07/25/19 07:35:51 pm,26.793,52.360,16.554,,,,,
1150,07/25/19 07:35:52 pm,26.793,52.360,16.554,,,,,
1151,07/25/19 07:35:53 pm,26.793,52.392,16.563,,,,,
1152,07/25/19 07:35:54 pm,26.793,52.392,16.563,,,,,
1153,07/25/19 07:35:55 pm,26.793,52.423,16.572,,,,,
1154,07/25/19 07:35:56 pm,26.793,52.423,16.572,,,,,
1155,07/25/19 07:35:57 pm,26.793,52.455,16.582,,,,,
1156,07/25/19 07:35:58 pm,26.769,52.452,16.558,,,,,
1157,07/25/19 07:35:59 pm,26.769,52.452,16.558,,,,,
1158,07/25/19 07:36:00 pm,26.769,52.452,16.558,,,,,
1159,07/25/19 07:36:01 pm,26.769,52.420,16.549,,,,,
1160,07/25/19 07:36:02 pm,26.769,52.420,16.549,,,,,
1161,07/25/19 07:36:03 pm,26.769,52.388,16.539,,,,,
1162,07/25/19 07:36:04 pm,26.769,52.388,16.539,,,,,
1163,07/25/19 07:36:05 pm,26.769,52.388,16.539,,,,,
1164,07/25/19 07:36:06 pm,26.769,52.388,16.539,,,,,
1165,07/25/19 07:36:07 pm,26.769,52.388,16.539,,,,,
1166,07/25/19 07:36:08 pm,26.769,52.388,16.539,,,,,
1167,07/25/19 07:36:09 pm,26.769,52.388,16.539,,,,,
1168,07/25/19 07:36:10 pm,26.769,52.388,16.539,,,,,
1169,07/25/19 07:36:11 pm,26.769,52.388,16.539,,,,,
1170,07/25/19 07:36:12 pm,26.769,52.420,16.549,,,,,
1171,07/25/19 07:36:13 pm,26.769,52.388,16.539,,,,,
1172,07/25/19 07:36:14 pm,26.769,52.420,16.549,,,,,
1173,07/25/19 07:36:15 pm,26.769,52.420,16.549,,,,,
1174,07/25/19 07:36:16 pm,26.769,52.420,16.549,,,,,
1175,07/25/19 07:36:17 pm,26.769,52.452,16.558,,,,,
1176,07/25/19 07:36:18 pm,26.769,52.420,16.549,,,,,
1177,07/25/19 07:36:19 pm,26.769,52.420,16.549,,,,,
1178,07/25/19 07:36:20 pm,26.769,52.420,16.549,,,,,
1179,07/25/19 07:36:21 pm,26.769,52.420,16.549,,,,,
1180,07/25/19 07:36:22 pm,26.769,52.420,16.549,,,,,
1181,07/25/19 07:36:23 pm,26.769,52.452,16.558,,,,,
1182,07/25/19 07:36:24 pm,26.769,52.452,16.558,,,,,
1183,07/25/19 07:36:25 pm,26.769,52.452,16.558,,,,,
1184,07/25/19 07:36:26 pm,26.769,52.484,16.567,,,,,
1185,07/25/19 07:36:27 pm,26.769,52.515,16.577,,,,,
1186,07/25/19 07:36:28 pm,26.769,52.515,16.577,,,,,
1187,07/25/19 07:36:29 pm,26.769,52.579,16.595,,,,,
1188,07/25/19 07:36:30 pm,26.769,52.547,16.586,,,,,
1189,07/25/19 07:36:31 pm,26.769,52.579,16.595,,,,,
1190,07/25/19 07:36:32 pm,26.769,52.579,16.595,,,,,
1191,07/25/19 07:36:33 pm,26.769,52.611,16.605,,,,,
1192,07/25/19 07:36:34 pm,26.769,52.611,16.605,,,,,
1193,07/25/19 07:36:35 pm,26.769,52.579,16.595,,,,,
1194,07/25/19 07:36:36 pm,26.769,52.579,16.595,,,,,
1195,07/25/19 07:36:37 pm,26.769,52.547,16.586,,,,,
1196,07/25/19 07:36:38 pm,26.744,52.512,16.553,,,,,
1197,07/25/19 07:36:39 pm,26.744,52.480,16.544,,,,,
1198,07/25/19 07:36:40 pm,26.744,52.512,16.553,,,,,
1199,07/25/19 07:36:41 pm,26.744,52.448,16.534,,,,,
1200,07/25/19 07:36:42 pm,26.744,52.448,16.534,,,,,
1201,07/25/19 07:36:43 pm,26.744,52.417,16.525,,,,,
1202,07/25/19 07:36:44 pm,26.744,52.417,16.525,,,,,
1203,07/25/19 07:36:45 pm,26.744,52.385,16.516,,,,,
1204,07/25/19 07:36:46 pm,26.744,52.385,16.516,,,,,
1205,07/25/19 07:36:47 pm,26.744,52.385,16.516,,,,,
1206,07/25/19 07:36:48 pm,26.744,52.385,16.516,,,,,
1207,07/25/19 07:36:49 pm,26.744,52.417,16.525,,,,,
1208,07/25/19 07:36:50 pm,26.744,52.385,16.516,,,,,
1209,07/25/19 07:36:51 pm,26.744,52.385,16.516,,,,,
1210,07/25/19 07:36:52 pm,26.744,52.385,16.516,,,,,
1211,07/25/19 07:36:53 pm,26.744,52.417,16.525,,,,,
1212,07/25/19 07:36:54 pm,26.744,52.385,16.516,,,,,
1213,07/25/19 07:36:55 pm,26.744,52.417,16.525,,,,,
1214,07/25/19 07:36:56 pm,26.720,52.350,16.483,,,,,
1215,07/25/19 07:36:57 pm,26.720,52.381,16.492,,,,,
1216,07/25/19 07:36:58 pm,26.720,52.381,16.492,,,,,
1217,07/25/19 07:36:59 pm,26.720,52.350,16.483,,,,,
1218,07/25/19 07:37:00 pm,26.720,52.350,16.483,,,,,
1219,07/25/19 07:37:01 pm,26.720,52.381,16.492,,,,,
1220,07/25/19 07:37:02 pm,26.720,52.381,16.492,,,,,
1221,07/25/19 07:37:03 pm,26.720,52.381,16.492,,,,,
1222,07/25/19 07:37:04 pm,26.720,52.381,16.492,,,,,
1223,07/25/19 07:37:05 pm,26.720,52.413,16.501,,,,,
1224,07/25/19 07:37:06 pm,26.720,52.413,16.501,,,,,
1225,07/25/19 07:37:07 pm,26.720,52.413,16.501,,,,,
1226,07/25/19 07:37:08 pm,26.720,52.445,16.511,,,,,
1227,07/25/19 07:37:09 pm,26.720,52.445,16.511,,,,,
1228,07/25/19 07:37:10 pm,26.695,52.442,16.487,,,,,
1229,07/25/19 07:37:11 pm,26.695,52.442,16.487,,,,,
1230,07/25/19 07:37:12 pm,26.695,52.410,16.478,,,,,
1231,07/25/19 07:37:13 pm,26.695,52.410,16.478,,,,,
1232,07/25/19 07:37:14 pm,26.695,52.378,16.468,,,,,
1233,07/25/19 07:37:15 pm,26.695,52.378,16.468,,,,,
1234,07/25/19 07:37:16 pm,26.695,52.410,16.478,,,,,
1235,07/25/19 07:37:17 pm,26.695,52.378,16.468,,,,,
1236,07/25/19 07:37:18 pm,26.695,52.378,16.468,,,,,
1237,07/25/19 07:37:19 pm,26.695,52.378,16.468,,,,,
1238,07/25/19 07:37:20 pm,26.695,52.378,16.468,,,,,
1239,07/25/19 07:37:21 pm,26.695,52.410,16.478,,,,,
1240,07/25/19 07:37:22 pm,26.695,52.410,16.478,,,,,
1241,07/25/19 07:37:23 pm,26.695,52.410,16.478,,,,,
1242,07/25/19 07:37:24 pm,26.695,52.442,16.487,,,,,
1243,07/25/19 07:37:25 pm,26.695,52.442,16.487,,,,,
1244,07/25/19 07:37:26 pm,26.695,52.473,16.496,,,,,
1245,07/25/19 07:37:27 pm,26.695,52.473,16.496,,,,,
1246,07/25/19 07:37:28 pm,26.695,52.505,16.506,,,,,
1247,07/25/19 07:37:29 pm,26.695,52.505,16.506,,,,,
1248,07/25/19 07:37:30 pm,26.695,52.473,16.496,,,,,
1249,07/25/19 07:37:31 pm,26.695,52.473,16.496,,,,,
1250,07/25/19 07:37:32 pm,26.671,52.470,16.473,,,,,
1251,07/25/19 07:37:33 pm,26.671,52.438,16.463,,,,,
1252,07/25/19 07:37:34 pm,26.671,52.407,16.454,,,,,
1253,07/25/19 07:37:35 pm,26.671,52.375,16.445,,,,,
1254,07/25/19 07:37:36 pm,26.671,52.343,16.435,,,,,
1255,07/25/19 07:37:37 pm,26.671,52.311,16.426,,,,,
1256,07/25/19 07:37:38 pm,26.671,52.311,16.426,,,,,
1257,07/25/19 07:37:39 pm,26.671,52.311,16.426,,,,,
1258,07/25/19 07:37:40 pm,26.671,52.279,16.417,,,,,
1259,07/25/19 07:37:41 pm,26.671,52.279,16.417,,,,,
1260,07/25/19 07:37:42 pm,26.671,52.279,16.417,,,,,
1261,07/25/19 07:37:43 pm,26.671,52.311,16.426,,,,,
1262,07/25/19 07:37:44 pm,26.671,52.279,16.417,,,,,
1263,07/25/19 07:37:45 pm,26.671,52.248,16.407,,,,,
1264,07/25/19 07:37:46 pm,26.671,52.279,16.417,,,,,
1265,07/25/19 07:37:47 pm,26.671,52.248,16.407,,,,,
1266,07/25/19 07:37:48 pm,26.671,52.248,16.407,,,,,
1267,07/25/19 07:37:49 pm,26.671,52.184,16.388,,,,,
1268,07/25/19 07:37:50 pm,26.671,52.152,16.379,,,,,
1269,07/25/19 07:37:51 pm,26.671,52.121,16.370,,,,,
1270,07/25/19 07:37:52 pm,26.671,52.121,16.370,,,,,
1271,07/25/19 07:37:53 pm,26.671,52.057,16.351,,,,,
1272,07/25/19 07:37:54 pm,26.671,52.057,16.351,,,,,
1273,07/25/19 07:37:55 pm,26.671,52.025,16.341,,,,,
1274,07/25/19 07:37:56 pm,26.671,51.993,16.332,,,,,
1275,07/25/19 07:37:57 pm,26.671,51.993,16.332,,,,,
1276,07/25/19 07:37:58 pm,26.671,51.993,16.332,,,,,
1277,07/25/19 07:37:59 pm,26.671,51.961,16.323,,,,,
1278,07/25/19 07:38:00 pm,26.671,51.993,16.332,,,,,
1279,07/25/19 07:38:01 pm,26.671,51.961,16.323,,,,,
1280,07/25/19 07:38:02 pm,26.671,51.930,16.313,,,,,
1281,07/25/19 07:38:03 pm,26.671,51.993,16.332,,,,,
1282,07/25/19 07:38:04 pm,26.671,51.993,16.332,,,,,
1283,07/25/19 07:38:05 pm,26.671,51.993,16.332,,,,,
1284,07/25/19 07:38:06 pm,26.671,51.993,16.332,,,,,
