Time,lat,lon,T,rh
2020-12-16 19:18:31,38.24434699999998,21.726597000000005,56.468999999999994,70.141
2020-12-16 19:18:32,38.24434699999998,21.726597000000005,56.468999999999994,70.141
2020-12-16 19:18:33,38.24434699999998,21.726597000000005,56.468999999999994,70.141
2020-12-16 19:18:34,38.24434699999998,21.726597000000005,56.468999999999994,70.169
2020-12-16 19:18:35,38.24434699999998,21.726597000000005,56.468999999999994,70.169
2020-12-16 19:18:36,38.24434699999998,21.726597000000005,56.468999999999994,70.19800000000001
2020-12-16 19:18:37,38.24434699999998,21.726597000000005,56.468999999999994,70.19800000000001
2020-12-16 19:18:38,38.24434699999998,21.726597000000005,56.468999999999994,70.19800000000001
2020-12-16 19:18:39,38.24434699999998,21.726597000000005,56.468999999999994,70.227
2020-12-16 19:18:40,38.24434699999998,21.726597000000005,56.468999999999994,70.227
2020-12-16 19:18:41,38.24434699999998,21.726597000000005,56.468999999999994,70.19800000000001
2020-12-16 19:18:42,38.24434699999998,21.726597000000005,56.468999999999994,70.227
2020-12-16 19:18:43,38.24434699999998,21.726597000000005,56.468999999999994,70.227
2020-12-16 19:18:44,38.24434699999998,21.726597000000005,56.468999999999994,70.255
2020-12-16 19:18:45,38.24434699999998,21.726597000000005,56.468999999999994,70.255
2020-12-16 19:18:46,38.24434699999998,21.726597000000005,56.468999999999994,70.255
2020-12-16 19:18:47,38.24434699999998,21.726597000000005,56.468999999999994,70.255
2020-12-16 19:18:48,38.24434699999998,21.726597000000005,56.468999999999994,70.255
2020-12-16 19:18:49,38.24435199999998,21.72659233333334,56.468999999999994,70.255
2020-12-16 19:18:50,38.244363500000006,21.72657850000001,56.468999999999994,70.28399999999999
2020-12-16 19:18:51,38.24436733333333,21.72656299999999,56.468999999999994,70.28399999999999
2020-12-16 19:18:52,38.2443707,21.726546100000014,56.512,70.288
2020-12-16 19:18:53,38.24437733333333,21.726523333333333,56.512,70.317
2020-12-16 19:18:54,38.24437946666667,21.72649973333334,56.512,70.317
2020-12-16 19:18:55,38.24438233333331,21.726471333333325,56.512,70.346
2020-12-16 19:18:56,38.24438299999998,21.726437899999997,56.556000000000004,70.35
2020-12-16 19:18:57,38.24438299999998,21.726408000000013,56.556000000000004,70.35
2020-12-16 19:18:58,38.24438366666664,21.726380666666664,56.556000000000004,70.37899999999999
2020-12-16 19:18:59,38.24438568965516,21.72635337931035,56.556000000000004,70.37899999999999
2020-12-16 19:19:00,38.24438799999999,21.726329000000003,56.556000000000004,70.37899999999999
2020-12-16 19:19:01,38.24439166666666,21.726304666666657,56.599,70.41199999999999
2020-12-16 19:19:02,38.24439600000003,21.726280333333342,56.556000000000004,70.407
2020-12-16 19:19:03,38.24439866666669,21.726257666666662,56.599,70.44
2020-12-16 19:19:04,38.24440233333333,21.726236000000007,56.599,70.41199999999999
2020-12-16 19:19:05,38.24440966666669,21.72621399999999,56.599,70.41199999999999
2020-12-16 19:19:06,38.24441650000001,21.72619110000001,56.599,70.41199999999999
2020-12-16 19:19:07,38.24442150000001,21.7261675,56.599,70.41199999999999
2020-12-16 19:19:08,38.24442599999998,21.726141666666674,56.641999999999996,70.416
2020-12-16 19:19:09,38.24442866666666,21.72611733333333,56.641999999999996,70.416
2020-12-16 19:19:10,38.24442999999999,21.726094499999995,56.641999999999996,70.416
2020-12-16 19:19:11,38.244430699999995,21.726071399999984,56.641999999999996,70.416
2020-12-16 19:19:12,38.24443419999999,21.7260461,56.641999999999996,70.445
2020-12-16 19:19:13,38.24443789999999,21.72602309999999,56.641999999999996,70.445
2020-12-16 19:19:14,38.24444210000002,21.7260004,56.641999999999996,70.445
2020-12-16 19:19:15,38.24444880000001,21.72597839999999,56.641999999999996,70.445
2020-12-16 19:19:16,38.244454499999996,21.725957,56.641999999999996,70.416
2020-12-16 19:19:17,38.244459200000016,21.725936700000002,56.641999999999996,70.416
2020-12-16 19:19:18,38.2444623,21.725914800000016,56.641999999999996,70.416
2020-12-16 19:19:19,38.24446433333333,21.725890333333332,56.641999999999996,70.416
2020-12-16 19:19:20,38.244468,21.725867666666666,56.641999999999996,70.416
2020-12-16 19:19:21,38.24447099999998,21.725847,56.641999999999996,70.416
