38.243083,21.733502,135,0.23,1.08,137,
38.243083,21.733502,135,0.23,1.08,157,
38.243083,21.733502,135,0.23,1.08,184,
38.243083,21.733502,135,0.23,1.08,217,
38.243083,21.733502,135,0.23,1.08,251,
38.243083,21.733502,135,0.23,1.08,285,
38.243083,21.733502,136,0.23,1.08,320,
38.243083,21.733502,136,0.23,1.08,367,
38.243083,21.733502,136,0.23,1.08,391,
38.243083,21.733502,137,0.23,1.08,418,
38.243083,21.733502,137,0.23,1.08,455,
38.243083,21.733502,137,0.23,1.08,485,
38.243083,21.733502,138,0.23,1.08,517,
38.243083,21.733502,139,0.23,1.08,553,
38.243083,21.733502,139,0.23,1.08,585,
38.243083,21.733502,140,0.23,1.08,617,
38.243083,21.733502,140,0.23,1.08,651,
38.243085,21.733500,141,0.23,1.08,686,
38.243085,21.733500,141,0.23,1.08,718,
38.243085,21.733500,142,0.23,1.08,751,
38.243085,21.733500,142,0.23,1.08,787,
38.243085,21.733500,143,0.23,1.08,818,
38.243085,21.733500,144,0.23,1.08,853,
38.243085,21.733500,144,0.23,1.08,886,
38.243085,21.733500,145,0.23,1.08,918,
38.243085,21.733500,145,0.23,1.08,952,
38.243085,21.733500,146,0.23,1.08,987,
38.243085,21.733500,146,0.23,1.08,1017,
38.243085,21.733500,147,0.23,1.08,1052,
38.243085,21.733500,147,0.23,1.08,1085,
38.243085,21.733500,148,0.23,1.08,1118,
38.243085,21.733500,148,0.23,1.08,1152,
38.243085,21.733500,148,0.23,1.08,1184,
38.243085,21.733500,149,0.23,1.08,1218,
38.243085,21.733500,149,0.23,1.08,1250,
38.243085,21.733500,149,0.23,1.08,1285,
38.243085,21.733500,149,0.23,1.08,1317,
38.243085,21.733500,150,0.23,1.08,1350,
38.243085,21.733500,150,0.23,1.08,1384,
38.243085,21.733500,150,0.23,1.08,1417,
38.243085,21.733500,150,0.23,1.08,1450,
38.243085,21.733500,150,0.23,1.08,1484,
38.243085,21.733500,151,0.23,1.08,1517,
38.243085,21.733500,151,0.23,1.08,1551,
38.243085,21.733500,151,0.23,1.08,1584,
38.243085,21.733500,151,0.23,1.08,1617,
38.243085,21.733500,151,0.23,1.08,1651,
38.243085,21.733500,151,0.23,1.08,1684,
38.243087,21.733502,151,0.24,1.08,1717,
38.243087,21.733502,151,0.24,1.08,1750,
38.243087,21.733502,151,0.24,1.08,1784,
38.243087,21.733502,151,0.24,1.08,1817,
38.243087,21.733502,152,0.24,1.08,1850,
38.243087,21.733502,152,0.24,1.08,1884,
38.243087,21.733502,152,0.24,1.08,1917,
38.243087,21.733502,151,0.24,1.08,1950,
38.243087,21.733502,151,0.24,1.08,1984,
38.243087,21.733502,151,0.24,1.08,2017,
38.243087,21.733502,151,0.24,1.08,2051,
38.243087,21.733502,151,0.24,1.08,2084,
38.243087,21.733502,151,0.24,1.08,2117,
38.243087,21.733502,150,0.24,1.08,2150,
38.243085,21.733505,150,0.34,1.08,2184,
38.243085,21.733505,150,0.34,1.08,2217,
38.243085,21.733505,150,0.34,1.08,2251,
38.243085,21.733505,150,0.34,1.08,2284,
38.243085,21.733505,150,0.34,1.08,2318,
38.243085,21.733505,149,0.34,1.08,2350,
38.243085,21.733505,149,0.34,1.08,2384,
38.243085,21.733505,149,0.34,1.08,2417,
38.243085,21.733505,149,0.34,1.08,2450,
38.243085,21.733505,149,0.34,1.08,2484,
38.243085,21.733505,149,0.34,1.08,2517,
38.243085,21.733505,149,0.34,1.08,2550,
38.243085,21.733505,149,0.34,1.08,2584,
38.243085,21.733505,149,0.34,1.08,2617,
38.243085,21.733505,149,0.34,1.08,2650,
38.243087,21.733505,149,0.16,1.08,2686,
38.243087,21.733505,149,0.16,1.08,2723,
38.243087,21.733505,150,0.16,1.08,2752,
38.243087,21.733505,150,0.16,1.08,2784,
38.243087,21.733505,151,0.16,1.08,2819,
38.243087,21.733505,152,0.16,1.08,2851,
38.243087,21.733505,152,0.16,1.08,2886,
38.243087,21.733505,153,0.16,1.08,2918,
38.243087,21.733505,154,0.16,1.08,2952,
38.243087,21.733505,154,0.16,1.08,2990,
38.243087,21.733505,155,0.16,1.08,3018,
38.243087,21.733505,155,0.16,1.08,3051,
38.243087,21.733505,155,0.16,1.08,3084,
